0.00,-1.48828001692891E-02,-2.25073359906673E-02,1.07416240498423E-02,4.72049638628959E-02,-4.35146968811750E-03,5.00613041222095E-02,0.00,AppleWatch,blah,72,TRUE
0.00,-1.61823593080043E-02,-2.70987432450056E-02,1.33177768439054E-02,5.60670271515846E-02,-4.87031694501638E-03,5.93105033040046E-02,0.00,AppleWatch,blah,72,TRUE
0.00,-1.73975490033626E-02,-2.89013981819152E-02,1.65789015591144E-02,5.71956411004066E-02,-4.66703670099377E-03,5.99517486989498E-02,0.00,AppleWatch,blah,72,TRUE
0.00,-1.80977657437324E-02,-3.04242782294750E-02,2.09333505481481E-02,5.70540130138397E-02,-3.99792613461613E-03,5.86717426776885E-02,0.00,AppleWatch,blah,72,TRUE
0.00,-1.86420977115631E-02,-3.32726463675498E-02,2.54425257444381E-02,5.68443462252616E-02,-3.76823637634515E-03,5.77773377299308E-02,0.00,AppleWatch,blah,72,TRUE
0.00,-1.91955026239156E-02,-3.55398207902908E-02,2.98723559826612E-02,5.65658956766128E-02,-4.17769793421030E-03,5.68454004824161E-02,0.00,AppleWatch,blah,72,TRUE
0.00,-1.96422860026359E-02,-3.83114591240882E-02,3.42235453426837E-02,5.63138537108898E-02,-4.97662043198943E-03,5.58914467692375E-02,0.00,AppleWatch,blah,72,TRUE
0.00,-2.02864464372396E-02,-4.06110100448131E-02,3.79190444946289E-02,5.60925826430320E-02,-5.93551341444253E-03,5.49586489796638E-02,0.00,AppleWatch,blah,72,TRUE
0.00,-2.07106880843639E-02,-4.14847508072853E-02,4.01438623666763E-02,5.41113689541816E-02,-6.45972974598407E-03,5.29806837439537E-02,0.00,AppleWatch,blah,72,TRUE
0.00,-2.03351974487304E-02,-4.22354750335216E-02,4.17481288313865E-02,4.81859147548675E-02,-6.66335178539156E-03,4.67260852456092E-02,0.00,AppleWatch,blah,72,TRUE
0.00,-1.93410851061344E-02,-4.22523692250251E-02,4.28892262279987E-02,3.65658104419708E-02,-6.07713451609015E-03,2.97479294240474E-02,0.00,AppleWatch,blah,72,TRUE
0.00,-1.84603072702884E-02,-3.89693379402160E-02,4.50726933777332E-02,2.88322009146213E-02,-5.27750607579946E-03,1.85583829879760E-02,0.00,AppleWatch,blah,72,TRUE
0.00,-1.64196453988552E-02,-3.69786992669105E-02,4.77962791919708E-02,2.69316583871841E-02,-5.49363344907760E-03,1.67440529912710E-02,0.00,AppleWatch,blah,72,TRUE
0.00,-1.40314390882849E-02,-3.53114604949951E-02,5.05044534802436E-02,2.55380365997552E-02,-6.66239252313971E-03,1.65560897439718E-02,0.00,AppleWatch,blah,72,TRUE
0.00,-1.16063393652439E-02,-3.48620712757110E-02,5.20120933651924E-02,1.99144538491964E-02,-7.84327648580074E-03,1.30710806697607E-02,0.00,AppleWatch,blah,72,TRUE
0.00,-9.53605677932500E-03,-3.60993109643459E-02,5.12333177030086E-02,6.83960504829883E-03,-8.54484830051660E-03,-5.78560866415500E-04,0.00,AppleWatch,blah,72,TRUE
0.00,-7.82843120396137E-03,-3.42445410788059E-02,4.92164641618728E-02,-1.78921222686767E-03,-8.89591872692108E-03,-1.01475669071078E-02,0.00,AppleWatch,blah,72,TRUE
0.00,-5.80687168985605E-03,-3.51108387112617E-02,4.63094860315322E-02,-2.63382587581872E-03,-1.01861348375678E-02,-1.07947066426277E-02,0.00,AppleWatch,blah,72,TRUE
