-9.451655671000480652e-03,-9.600107558071613312e-03,6.540167611092329025e-03,5.350808143615722656e+00,4.146351218223571777e-01,-4.867000877857208252e-02
-9.524663910269737244e-03,-1.160826068371534348e-02,6.187542807310819626e-03,6.766139507293701172e+00,2.594076991081237793e-01,-1.388963222503662109e+00
-1.112743280827999115e-02,-1.202653348445892334e-02,6.919880863279104233e-03,8.059908866882324219e+00,-5.691795051097869873e-02,-1.199609398841857910e+00
-1.162705011665821075e-02,-1.297635864466428757e-02,6.992960348725318909e-03,8.323333740234375000e+00,-1.438638865947723389e-01,-9.103518724441528320e-01
-1.213652361184358597e-02,-1.493903622031211853e-02,6.820810027420520782e-03,8.308895111083984375e+00,-8.582594990730285645e-02,-9.466718435287475586e-01
-1.286371983587741852e-02,-1.575839333236217499e-02,6.742191500961780548e-03,8.303352355957031250e+00,-1.715500652790069580e-02,-9.583988785743713379e-01
-1.339402701705694199e-02,-1.730361208319664001e-02,6.624905858188867569e-03,8.294416427612304688e+00,4.999819397926330566e-02,-9.867466092109680176e-01
-1.366984099149703979e-02,-1.831485889852046967e-02,6.694524548947811127e-03,8.292115211486816406e+00,1.623155474662780762e-01,-1.007239222526550293e+00
-1.327337138354778290e-02,-1.832227408885955811e-02,6.312938872724771500e-03,8.252586364746093750e+00,1.804521381855010986e-01,-1.021220088005065918e+00
-1.241798792034387589e-02,-1.814199425280094147e-02,5.414729006588459015e-03,8.268748283386230469e+00,1.158517003059387207e-01,-9.883047342300415039e-01
-1.144670695066452026e-02,-1.733180508017539978e-02,4.462067503482103348e-03,7.565681934356689453e+00,1.092177778482437134e-01,-5.291723012924194336e-01
-1.152896508574485779e-02,-1.711788401007652283e-02,3.321015974506735802e-03,4.861272335052490234e+00,3.815206587314605713e-01,-1.195922374725341797e+00
-9.476387873291969299e-03,-1.815848425030708313e-02,1.246929168701171875e-03,2.967225790023803711e+00,6.543464064598083496e-01,-2.301377296447753906e+00
-8.133646100759506226e-03,-1.799086108803749084e-02,2.575637190602719784e-04,2.741154193878173828e+00,5.454279184341430664e-01,-2.654992103576660156e+00
-7.073633372783660889e-03,-1.680061593651771545e-02,-2.032518095802515745e-04,2.908744335174560547e+00,2.527521550655364990e-01,-2.465403556823730469e+00
-6.073252763599157333e-03,-1.666494831442832947e-02,-5.483621498569846153e-05,2.963989257812500000e+00,2.399277687072753906e-02,-1.025440335273742676e+00
-6.362828426063060760e-03,-1.558068860322237015e-02,6.480256561189889908e-04,1.604377150535583496e+00,5.467593669891357422e-03,3.636863827705383301e-01
-4.748543258756399155e-03,-1.603829860687255859e-02,1.349766389466822147e-04,3.964823484420776367e-01,1.050463914871215820e-01,2.473732829093933105e-01
-3.795743221417069435e-03,-1.549396850168704987e-02,4.991332534700632095e-04,2.360278218984603882e-01,-7.213294506072998047e-02,4.452621936798095703e-02
-2.848220057785511017e-03,-1.391982566565275192e-02,1.233216142281889915e-03,3.907741010189056396e-01,-5.326232910156250000e-01,2.176435291767120361e-01
-5.072276107966899872e-04,-1.369754038751125336e-02,1.210669754073023796e-03,6.672095060348510742e-01,-1.227905273437500000e+00,4.884381890296936035e-01
3.571383189409971237e-03,-1.193840242922306061e-02,5.212902906350791454e-04,1.114063143730163574e+00,-2.122605323791503906e+00,8.988955616950988770e-01
8.071124553680419922e-03,-1.076954323798418045e-02,-4.551172605715692043e-04,1.644471406936645508e+00,-3.145535469055175781e+00,1.456605434417724609e+00
1.258407905697822571e-02,-1.113070733845233917e-02,-1.109596109017729759e-03,2.257471323013305664e+00,-4.137166023254394531e+00,2.182606697082519531e+00
1.744282245635986328e-02,-1.126383990049362183e-02,-1.546037383377552032e-03,3.002666234970092773e+00,-5.045933723449707031e+00,3.118275165557861328e+00
2.333941310644149780e-02,-1.065530907362699509e-02,-2.326897811144590378e-03,4.045980930328369141e+00,-5.578931808471679688e+00,4.254868507385253906e+00
2.988046593964099884e-02,-1.004206575453281403e-02,-4.162407014518976212e-03,5.084713935852050781e+00,-5.996358871459960938e+00,5.748647689819335938e+00
3.801403194665908813e-02,-1.025980152189731598e-02,-6.045059766620397568e-03,6.360327720642089844e+00,-6.296876907348632812e+00,7.551579952239990234e+00
4.755248501896858215e-02,-9.574169293045997620e-03,-8.672873489558696747e-03,7.827827453613281250e+00,-6.611595153808593750e+00,9.696063995361328125e+00
5.704768747091293335e-02,-9.180055931210517883e-03,-1.168615091592073441e-02,9.401491165161132812e+00,-7.072366714477539062e+00,1.220685863494873047e+01
6.715950369834899902e-02,-9.686253964900970459e-03,-1.397668570280075073e-02,1.108179473876953125e+01,-7.874537467956542969e+00,1.501779270172119141e+01
7.726357877254486084e-02,-1.049907132983207703e-02,-1.540742907673120499e-02,1.283215713500976562e+01,-8.976713180541992188e+00,1.817469596862792969e+01
8.687102794647216797e-02,-1.159652974456548691e-02,-1.699655503034591675e-02,1.470258426666259766e+01,-1.039562416076660156e+01,2.165509033203125000e+01
9.600949287414550781e-02,-1.345397345721721649e-02,-2.056312188506126404e-02,1.676309585571289062e+01,-1.206889152526855469e+01,2.551667022705078125e+01
1.059298962354660034e-01,-1.536413654685020447e-02,-2.528642490506172180e-02,1.912046432495117188e+01,-1.297885704040527344e+01,2.984899520874023438e+01
1.127952188253402710e-01,-1.631513237953186035e-02,-2.961648069322109222e-02,2.154074096679687500e+01,-1.288529777526855469e+01,3.441543197631835938e+01
1.145583242177963257e-01,-1.987702399492263794e-02,-3.425928205251693726e-02,2.407087326049804688e+01,-1.196658134460449219e+01,3.937393188476562500e+01
1.186898350715637207e-01,-2.493433468043804169e-02,-3.998137637972831726e-02,2.690285110473632812e+01,-1.057145404815673828e+01,4.470874786376953125e+01
1.248875036835670471e-01,-2.818841487169265747e-02,-4.594471305608749390e-02,3.005722045898437500e+01,-8.830375671386718750e+00,5.039920425415039062e+01
1.294212192296981812e-01,-3.313051164150238037e-02,-5.249410495162010193e-02,3.345604705810546875e+01,-6.987595081329345703e+00,5.636123657226562500e+01
1.315838545560836792e-01,-4.181977733969688416e-02,-5.979586392641067505e-02,3.695240783691406250e+01,-5.652049064636230469e+00,6.253508758544921875e+01
