0.00,3.49587798118591E-02,2.69964039325714E-02,3.26889991760253E-01,-1.19184112548828E+02,-8.37714385986328E+01,-6.66217327117919E+00,0.00,AppleWatch,blah,72,TRUE
0.00,-9.68568921089172E-02,5.56176602840423E-02,3.03192019462585E-01,-1.28861724853515E+02,-6.01394805908203E+01,4.57127690315246E-01,0.00,AppleWatch,blah,72,TRUE
0.00,-1.39812886714935E-01,8.24756324291229E-02,2.69161105155944E-01,-1.49739120483398E+02,-3.85939483642578E+01,-3.51026439666748E+00,0.00,AppleWatch,blah,72,TRUE
0.00,-3.68976593017578E-02,1.10594764351844E-01,2.76703178882598E-01,-1.74930343627929E+02,-1.77168350219726E+01,-2.08259544372558E+01,0.00,AppleWatch,blah,72,TRUE
0.00,2.40368247032165E-02,2.05165967345237E-01,3.06426882743835E-01,-1.67563583374023E+02,-2.19356513023376E+00,5.87590599060058E+00,0.00,AppleWatch,blah,72,TRUE
0.00,5.56303262710571E-02,2.36911207437515E-01,2.44360089302062E-01,-1.51348602294921E+02,5.11386537551879E+00,4.11651153564453E+01,0.00,AppleWatch,blah,72,TRUE
0.00,7.32159614562988E-02,2.75982677936553E-01,1.92271769046783E-01,-1.49906768798828E+02,6.16832447052001E+00,5.41396636962890E+01,0.00,AppleWatch,blah,72,TRUE
0.00,1.07028067111968E-01,3.39697271585464E-01,1.43162906169891E-01,-1.61034484863281E+02,3.99586939811706E+00,5.59940490722656E+01,0.00,AppleWatch,blah,72,TRUE
0.00,1.57229065895080E-01,3.47681730985641E-01,6.22603297233581E-02,-1.79609649658203E+02,1.83934152126312E-01,4.00760955810546E+01,0.00,AppleWatch,blah,72,TRUE
0.00,1.43615901470184E-01,4.23058271408081E-01,2.22480297088623E-03,-1.65460144042968E+02,-2.22420811653137E+00,4.88848419189453E+01,0.00,AppleWatch,blah,72,TRUE
0.00,1.02389693260192E-01,4.25100535154342E-01,-7.36551284790039E-02,-1.42952301025390E+02,2.36999988555908E+00,6.81920623779296E+01,0.00,AppleWatch,blah,72,TRUE
0.00,2.98468470573425E-02,4.35051888227462E-01,-1.40459358692169E-01,-1.37146713256835E+02,1.47649450302124E+01,7.28587417602539E+01,0.00,AppleWatch,blah,72,TRUE
0.00,-5.16052246093750E-02,4.59905445575714E-01,-1.55555665493011E-01,-1.35574462890625E+02,3.15114059448242E+01,7.30620956420898E+01,0.00,AppleWatch,blah,72,TRUE
0.00,-1.16152763366699E-01,4.23428237438201E-01,-1.42946124076843E-01,-1.34635421752929E+02,5.06011581420898E+01,7.30321350097656E+01,0.00,AppleWatch,blah,72,TRUE
0.00,-1.57712578773498E-01,3.81436288356781E-01,-1.42739415168762E-01,-1.34188644409179E+02,6.99706649780273E+01,7.22420196533203E+01,0.00,AppleWatch,blah,72,TRUE
0.00,-1.72148942947387E-01,3.33259373903274E-01,-1.54066920280456E-01,-1.32509384155273E+02,9.14567260742187E+01,7.05322494506835E+01,0.00,AppleWatch,blah,72,TRUE
0.00,-1.64417505264282E-01,3.09888631105422E-01,-1.88676595687866E-01,-1.29233825683593E+02,1.13631149291992E+02,6.87757644653320E+01,0.00,AppleWatch,blah,72,TRUE
0.00,-1.55953764915466E-01,3.08720409870147E-01,-2.25560963153839E-01,-1.25842071533203E+02,1.33788513183593E+02,6.52161865234375E+01,0.00,AppleWatch,blah,72,TRUE
0.00,-1.54392123222351E-01,2.92137861251831E-01,-2.51951456069946E-01,-1.22985443115234E+02,1.54086349487304E+02,5.95431518554687E+01,0.00,AppleWatch,blah,72,TRUE
0.00,-1.73013746738433E-01,2.36818417906761E-01,-2.31740057468414E-01,-1.22613388061523E+02,1.72730545043945E+02,5.30519256591796E+01,0.00,AppleWatch,blah,72,TRUE
0.00,-2.04830944538116E-01,1.65317684412002E-01,-1.88870251178741E-01,-1.22570831298828E+02,1.88941696166992E+02,4.71127929687500E+01,0.00,AppleWatch,blah,72,TRUE
0.00,-2.18202352523803E-01,9.53131318092346E-02,-1.65340363979339E-01,-1.21129730224609E+02,2.01179092407226E+02,3.93404197692871E+01,0.00,AppleWatch,blah,72,TRUE
0.00,-2.18449413776397E-01,6.07105195522308E-02,-1.64180219173431E-01,-1.19044448852539E+02,2.10843536376953E+02,2.98795604705810E+01,0.00,AppleWatch,blah,72,TRUE
0.00,-2.09164977073669E-01,5.24410903453826E-02,-1.64130151271820E-01,-1.13991600036621E+02,2.13625473022460E+02,2.06102523803710E+01,0.00,AppleWatch,blah,72,TRUE
0.00,-2.04077601432800E-01,5.57403266429901E-02,-1.64584040641784E-01,-1.06906204223632E+02,2.09557876586914E+02,1.00101985931396E+01,0.00,AppleWatch,blah,72,TRUE
0.00,-2.01056301593780E-01,3.89015674591064E-02,-1.42196655273437E-01,-1.00119956970214E+02,2.01721481323242E+02,-1.90646743774414E+00,0.00,AppleWatch,blah,72,TRUE
0.00,-2.43135869503021E-01,6.39688968658447E-03,-1.06560379266738E-01,-9.50930633544921E+01,1.93153106689453E+02,-1.45486478805541E+01,0.00,AppleWatch,blah,72,TRUE
0.00,-3.03657829761505E-01,-3.73800396919250E-02,-7.23356604576110E-02,-9.15828170776367E+01,1.84151580810546E+02,-2.65163784027099E+01,0.00,AppleWatch,blah,72,TRUE
0.00,-3.33279132843017E-01,-8.55254530906677E-02,-4.99485731124877E-02,-8.94078598022460E+01,1.80990814208984E+02,-3.99244613647460E+01,0.00,AppleWatch,blah,72,TRUE
0.00,-3.49798500537872E-01,-1.16031825542449E-01,-4.80552911758422E-02,-8.54094085693359E+01,1.88033279418945E+02,-5.18739128112792E+01,0.00,AppleWatch,blah,72,TRUE
